Start Date,End Date,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Location Latitude,Location Longitude,User Language,"To begin, please select your district.",Please select your school in Attleboro.,Please select your school in Boston.,Please select your school in Lowell.,Please select your school in Revere.,Please select your school in Somerville.,Please select your school in Winchester.,"Given your preparation for teaching how
  comfortable are you teaching at the grade-level you have been assigned?","How prepared are you for teaching the
  topics that you are expected to teach in your assignment?","How confident are you in working with the
  student body at your school?","How many teachers in this school feel
  responsible to help each other do their best?","How many teachers in this school take
  responsibility for improving the school?","How many teachers in this school set high
  standards for themselves?","This year, how often have you had
  conversations with your colleagues about the goals of this school?","This year, how often have you had
  conversations with your colleagues about what helps students learn?","As a faculty, how well do you do talking
  through views, opinions, and values?","This year, how often have you had
  colleagues observe your classroom?","This year, how often have you received
  useful suggestions for curriculum materials from colleagues?","To what extent has your professional
  development included enough time to explore new ideas?","How much would you say that your
  professional development has been sustained/consistent (rather than
  discontinuous)?","To what extent has your professional
  development been connected to the topics you teach?","Overall, how strong has support for your
  professional growth been?","How often do teachers here work together
  to plan curriculum and instruction?","How hard do teachers here work to
  coordinate their teaching with instruction at other grade levels?","How often do teachers here collaborate to
  make the school run effectively?","To what extent do you trust your principal
  at his or her word?","At your school, how comfortable are you
  raising concerns with the principal?","How much do you trust your principal to
  stand up for you in disagreements with parents?","To what extent do you think your principal
  has the best interests of the school in mind?","How effectively does your principal
  communicate a clear vision of teaching and learning?","How effectively does your principal press
  teachers to engage in good pedagogical practice?","How carefully does your principal track
  students’ academic progress?","How much does your principal know about
  what’s going on in teachers’ classrooms?",How often are students bullied at school?,"How often are students bullied because of
  who they are?","Overall, how unkind are students to each
  other?","How much do students at this school care
  about each other?","How often do students at this school help
  each other learn?","How well do students at this school get
  along with each other?","At this school, how respectful are
  students to each other?","How adequate is your access to the
  materials you need to effectively teach?","How adequate is your access to the
  technology you need to effectively teach?","How adequate is the support you receive
  for using technology?","How sufficient is the physical space for
  school activities?",How well-maintained are school facilities?,"Overall, how effective is the support
  students receive from non-teaching staff?","How adeqaute is the number of non-teaching
  support staff?","How often are non-teaching support staff
  available for students with non-academic issues?","How often are non-teaching support staff
  available for students who are struggling academically?","Overall, how rigorous is the curriculum
  that you are expected to teach?","How coherent is the curriculum that you
  are expected to teach?","If one of your students transferred to
  another district with a challenging assortment of courses, how well prepared
  would he or she be?","How well-rounded is the curriculum that
  you and your colleagues teach?","How able are you to integrate material
  from different cultures into your class?","How often do you integrate culturally
  diverse content into your teaching?","How often do you use teaching strategies
  to facilitate learning among culturally diverse students?","How motivated are you to integrate
  culturally diverse content in your classroom?","How often do you meet in person with
  parents at your school?","How involved have parents been in
  fundraising efforts at your school?","How involved have parents been with parent
  groups at your school?","How often does the average parent help out
  at your school?","How effectively does this school connect
  with immigrant families, providing translation when necessary?","How effectively does this school respond
  to the needs and values of the surrounding community?","To what extent are all groups of parents
  represented in the governance of the school?","Overall, how effectively does this school
  connect with the community?","Relative to what you know of students this
  age, how much effort did your students put forth in your class this year?","If student work  from your classes was compared with work from
  ""average"" Massachusetts classes of the same grades/subjects, how do
  you think an objective observer would rate the work?","If an observer sat in on one of your
  classes for a week, how would she or he rate your students?","How often do students at your school come
  up with their own interpretations of material?","How often do students apply ideas they
  have learned to new situations?","How often do students collaborate in class
  to solve complex problems?","In a typical week at your school, what is the minimum amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the minimum amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the average amount of time a student could spend engaged in physical activity?","In a typical week at your school, what is the maximum amount of time a student could spend engaged in physical activity?","If there is anything you would like us to know about your school that we did not ask about, please tell us."
4/25/17 11:20,4/25/17 11:28,50.206.115.230,100,480,1,4/25/17 11:28,R_YVvCi6s1NHc7XmF,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,5,5,4,4,3,4,5,5,4,2,4,4,4,5,4,2,3,4,-99,-99,-99,-99,-99,-99,-99,-99,1,5,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,5,4,3,3,4,4,-99,-99,-99,-99,3,4,2,4,3,3,4,-99,-99,-99,5,5,5,-99,-99,-99,-99
4/26/17 9:15,4/26/17 9:24,50.206.115.230,100,557,1,4/26/17 9:24,R_pFTxBRXAnxe3QgV,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,4,3,4,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,4,4,3,4,5,5,4,4,3,3,2,1,1,2,2,3,2,3,3,2,4,2,3,4,2,3,2,2,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,1,1,3,2,3,3,3,4,-99
4/26/17 9:21,4/26/17 9:31,50.206.115.230,100,578,1,4/26/17 9:31,R_22LHb3QdGwPW6c0,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,5,5,5,2,2,2,5,5,3,4,3,2,3,3,5,4,3,4,5,4,5,5,4,4,4,4,3,3,3,4,4,4,3,3,2,3,2,3,3,2,4,3,5,5,5,5,5,5,5,5,3,5,4,4,4,4,4,4,5,5,5,5,4,5,3,3,5,3,3,5,-99
4/26/17 9:11,4/26/17 9:38,50.206.115.230,100,1638,1,4/26/17 9:38,R_4YhpQiCeK2ZvHvb,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,4,4,4,4,4,4,3,3,4,2,5,3,4,3,4,3,3,4,4,2,3,4,4,3,4,3,3,3,3,4,4,3,4,2,2,2,3,3,3,3,3,3,3,3,4,4,3,2,2,5,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,-99
4/26/17 9:52,4/26/17 10:09,50.206.115.230,100,986,1,4/26/17 10:09,R_2E0OgxUy5hjpS4g,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,4,4,4,4,4,4,3,4,3,5,3,3,3,3,3,3,3,4,4,3,5,4,4,4,4,4,3,2,4,3,3,4,3,3,2,3,3,4,4,4,5,4,4,4,4,4,3,3,3,3,5,4,4,3,4,4,3,4,3,3,3,3,3,3,5,5,5,3,4,5,-99
4/26/17 10:14,4/26/17 10:31,50.206.115.230,100,1022,1,4/26/17 10:31,R_3pkTpDuFWv2AFzX,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,5,4,5,2,2,4,3,3,2,2,3,2,2,2,2,2,1,4,2,1,3,4,1,1,-99,1,3,3,4,3,3,3,4,2,2,2,1,2,4,1,3,3,4,4,4,4,3,3,4,4,2,2,2,1,2,3,1,3,4,4,3,4,4,4,1,4,5,1,4,5,"The school has current initiatives (PBIS, LAB, ILT) that have the potential to have a positive impact on culture and learning.  These initiatives need continued support.  "
4/26/17 10:30,4/26/17 10:39,50.206.115.230,100,531,1,4/26/17 10:39,R_2PdinKOa5SC6ZHN,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,5,5,5,2,3,4,4,3,3,1,3,3,2,2,3,4,1,4,4,3,4,5,2,2,2,2,3,3,4,4,4,4,4,3,3,3,1,2,5,2,5,4,5,5,5,4,2,2,3,3,2,4,3,4,2,3,2,3,4,4,4,2,4,4,1,2,5,1,2,5,-99
4/26/17 10:23,4/26/17 10:43,50.206.115.230,100,1216,1,4/26/17 10:43,R_424yB2WjM1eBNPr,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,5,5,5,3,3,3,3,5,4,1,3,3,3,4,4,4,3,4,4,5,5,5,4,4,-99,4,3,3,4,4,5,4,3,2,3,3,1,2,4,3,5,5,3,4,4,3,5,4,3,5,3,4,4,3,4,4,3,4,3,3,3,4,3,3,2,3,5,4,3,4,Our school makes me proud. We have an old facility that is kept clean with a student friendly atmosphere. Our Adminstrators are genuinely interested in helping our school community thrive. We have a strong postitive culture that embraces diversity. Faculty challenges students to take academic risks.
4/26/17 10:57,4/26/17 11:05,50.206.115.230,100,476,1,4/26/17 11:05,R_1ieNW34bD4GAgYm,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,3,3,4,2,4,4,3,3,4,3,4,4,4,3,3,3,4,3,3,3,3,4,3,4,4,4,3,3,3,4,4,3,4,5,2,3,3,-99
4/26/17 11:21,4/26/17 11:31,50.206.115.230,100,589,1,4/26/17 11:31,R_2OJFkdov9P5oUhn,41.9394989,-71.29429626,EN,Attleboro,Attleboro High School,,,,,,4,4,4,3,3,3,2,3,2,2,2,2,2,3,2,1,2,3,3,3,4,5,3,3,3,3,3,3,4,4,3,4,3,2,3,3,1,1,4,3,2,3,3,3,3,3,4,4,4,5,2,3,3,1,3,3,2,2,3,2,2,2,3,3,2,2,5,1,-99,5,-99
