Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Tests Taken,Score=1,Score=2,Score=3,Score=4,Score=5,% Score 1-2,% Score 3-5
3.3,3.3,a-curv-i3,2022-23,Worcester - North High,03480515,     249,     141,      67,      26,      12,       3,  83.5,  16.5
10.459999999999999,5,a-curv-i3,2022-23,Worcester - South High Community,03480520,     618,     153,     142,     156,     101,      66,  47.7,  52.3
5.84,5,a-curv-i3,2022-23,Worcester - University Pk Campus School,03480285,      72,      33,      18,      16,       4,       1,  70.8,  29.2
5.92,5,a-curv-i3,2022-23,Worcester - Worcester Technical High,03480605,     318,     102,     122,      50,      34,      10,  70.4,  29.6
12.88,5,a-curv-i3,2021-22,Abington - Abington High,00010505,     149,      15,      38,      50,      33,      13,  35.6,  64.4
1.48,1.48,a-curv-i3,2021-22,Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School,04120530,     135,     110,      15,       9,       1,       0,  92.6,   7.4
18.740000000000002,5,a-curv-i3,2021-22,Acton-Boxborough - Acton-Boxborough Regional High,06000505,"   1,134",      19,      52,     145,     337,     581,   6.3,  93.7
17.46,5,a-curv-i3,2021-22,Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,04300305,     410,      17,      35,      94,     114,     150,  12.7,  87.3
11.76,5,a-curv-i3,2021-22,Agawam - Agawam High,00050505,     255,      31,      74,      93,      43,      14,  41.2,  58.8
15.38,5,a-curv-i3,2021-22,Amesbury - Amesbury High,00070505,     104,       8,      16,      26,      29,      25,  23.1,  76.9
17.34,5,a-curv-i3,2021-22,Amherst-Pelham - Amherst Regional High,06050505,     210,       0,      28,      66,      60,      56,  13.3,  86.7
15.5,5,a-curv-i3,2021-22,Andover - Andover High,00090505,"   1,005",      55,     171,     257,     288,     234,  22.5,  77.5
16.080000000000002,5,a-curv-i3,2021-22,Arlington - Arlington High,00100505,"   1,216",      55,     183,     302,     364,     312,  19.6,  80.4
10.379999999999999,5,a-curv-i3,2021-22,Ashburnham-Westminster - Oakmont Regional High School,06100505,     133,      13,      51,      34,      25,      10,  48.1,  51.9
18.580000000000002,5,a-curv-i3,2021-22,Ashland - Ashland High,00140505,     435,       5,      26,      79,     144,     181,   7.1,  92.9
6.92,5,a-curv-i3,2021-22,Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,08010605,     107,      41,      29,      18,      17,       2,  65.4,  34.6
4.0600000000000005,4.06,a-curv-i3,2021-22,Athol-Royalston - Athol High,06150505,      64,      33,      18,      11,       1,       1,  79.7,  20.3
2.38,2.38,a-curv-i3,2021-22,Atlantis Charter (District) - Atlantis Charter School,04910550,     160,     103,      38,      16,       2,       1,  88.1,  11.9
10.66,5,a-curv-i3,2021-22,Attleboro - Attleboro High,00160505,     471,     113,     107,     129,      86,      36,  46.7,  53.3
0.0,1,a-curv-i3,2021-22,Attleboro - Attleboro Virtual Academy,00160705,       8,"","","","","","",""
10.76,5,a-curv-i3,2021-22,Auburn - Auburn Senior High,00170505,     299,      59,      79,      86,      51,      24,  46.2,  53.8
8.42,5,a-curv-i3,2021-22,Avon - Avon Middle High School,00180510,      38,      10,      12,      10,       5,       1,  57.9,  42.1
12.88,5,a-curv-i3,2021-22,Ayer Shirley School District - Ayer Shirley Regional High School,06160505,     101,      13,      23,      27,      27,      11,  35.6,  64.4
9.059999999999999,5,a-curv-i3,2021-22,Barnstable - Barnstable High,00200505,     506,     149,     128,     108,      85,      36,  54.7,  45.3
6.659999999999999,5,a-curv-i3,2021-22,Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,      15,       4,       6,       5,       0,       0,  66.7,  33.3
18.080000000000002,5,a-curv-i3,2021-22,Bedford - Bedford High,00230505,     386,      14,      23,      73,     124,     152,   9.6,  90.4
14.36,5,a-curv-i3,2021-22,Belchertown - Belchertown High,00240505,     103,      13,      16,      26,      31,      17,  28.2,  71.8
9.2,5,a-curv-i3,2021-22,Bellingham - Bellingham High School,00250505,     187,      39,      62,      48,      29,       9,  54.0,  46.0
18.56,5,a-curv-i3,2021-22,Belmont - Belmont High,00260505,"   1,270",      24,      67,     239,     401,     539,   7.2,  92.8
7.359999999999999,5,a-curv-i3,2021-22,Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,      19,       2,      10,       5,       2,       0,  63.2,  36.8
14.959999999999999,5,a-curv-i3,2021-22,Berkshire Hills - Monument Mt Regional High,06180505,     155,       5,      34,      39,      48,      29,  25.2,  74.8
14.080000000000002,5,a-curv-i3,2021-22,Berlin-Boylston - Tahanto Regional High,06200505,     135,      15,      25,      37,      43,      15,  29.6,  70.4
12.6,5,a-curv-i3,2021-22,Beverly - Beverly High,00300505,     322,      37,      82,      97,      73,      33,  37.0,  63.0
11.559999999999999,5,a-curv-i3,2021-22,Billerica - Billerica Memorial High School,00310505,     486,      90,     115,     113,     108,      60,  42.2,  57.8
10.440000000000001,5,a-curv-i3,2021-22,Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,     341,      76,      87,      91,      62,      25,  47.8,  52.2
10.68,5,a-curv-i3,2021-22,Blackstone-Millville - Blackstone Millville RHS,06220505,      88,      17,      24,      29,      14,       4,  46.6,  53.4
11.72,5,a-curv-i3,2021-22,Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,      58,      11,      13,      23,       9,       2,  41.4,  58.6
1.6,1.6,a-curv-i3,2021-22,Boston - Another Course To College,00350541,      25,      21,       2,       0,       2,       0,  92.0,   8.0
2.32,2.32,a-curv-i3,2021-22,Boston - Boston Arts Academy,00350546,      43,      33,       5,       5,       0,       0,  88.4,  11.6
3.5200000000000005,3.52,a-curv-i3,2021-22,Boston - Boston Community Leadership Academy,00350558,     125,      69,      34,      18,       3,       1,  82.4,  17.6
0.9,1,a-curv-i3,2021-22,Boston - Boston International High School & Newcomers Academy,00350507,      22,      19,       2,       1,       0,       0,  95.5,   4.5
9.620000000000001,5,a-curv-i3,2021-22,Boston - Boston Latin Academy,00350545,     777,     160,     243,     229,     107,      38,  51.9,  48.1
15.919999999999998,5,a-curv-i3,2021-22,Boston - Boston Latin School,00350560,"   2,201",     151,     297,     547,     615,     591,  20.4,  79.6
2.7199999999999998,2.72,a-curv-i3,2021-22,Boston - Brighton High School,00350505,      66,      39,      18,       4,       5,       0,  86.4,  13.6
1.06,1.06,a-curv-i3,2021-22,Boston - Burke High School,00350525,      95,      74,      16,       4,       1,       0,  94.7,   5.3
2.1399999999999997,2.14,a-curv-i3,2021-22,Boston - Charlestown High School,00350515,      84,      47,      28,       5,       3,       1,  89.3,  10.7
2.5,2.5,a-curv-i3,2021-22,Boston - Community Academy of Science and Health,00350581,      64,      45,      11,       8,       0,       0,  87.5,  12.5
0.0,1,a-curv-i3,2021-22,Boston - Dearborn 6-12 STEM Academy,00350074,       6,"","","","","","",""
2.16,2.16,a-curv-i3,2021-22,Boston - East Boston High School,00350530,      65,      39,      19,       5,       0,       2,  89.2,  10.8
2.46,2.46,a-curv-i3,2021-22,Boston - English High School,00350535,      65,      50,       7,       5,       2,       1,  87.7,  12.3
4.24,4.24,a-curv-i3,2021-22,Boston - Excel High School,00350522,     104,      46,      36,      20,       2,       0,  78.8,  21.2
7.58,5,a-curv-i3,2021-22,Boston - Fenway High School,00350540,      29,      13,       5,       2,       6,       3,  62.1,  37.9
2.3,2.3,a-curv-i3,2021-22,Boston - Henderson K-12 Inclusion School Upper,00350426,      87,      54,      23,       9,       1,       0,  88.5,  11.5
2.18,2.18,a-curv-i3,2021-22,Boston - Lyon High School,00350655,      46,      35,       6,       4,       1,       0,  89.1,  10.9
1.3599999999999999,1.36,a-curv-i3,2021-22,Boston - Madison Park Technical Vocational High School,00350537,      44,      34,       7,       3,       0,       0,  93.2,   6.8
12.76,5,a-curv-i3,2021-22,Boston - Margarita Muniz Academy,00350549,      47,       7,      10,      22,       6,       2,  36.2,  63.8
1.9600000000000002,1.96,a-curv-i3,2021-22,Boston - New Mission High School,00350542,     205,     152,      33,      13,       7,       0,  90.2,   9.8
8.4,5,a-curv-i3,2021-22,Boston - O'Bryant School of Math & Science,00350575,"   1,159",     329,     343,     288,     148,      51,  58.0,  42.0
0.0,1,a-curv-i3,2021-22,Boston - Snowden International High School,00350690,       2,"","","","","","",""
3.6399999999999997,3.64,a-curv-i3,2021-22,Boston - TechBoston Academy,00350657,      77,      29,      34,      10,       3,       1,  81.8,  18.2
5.7,5,a-curv-i3,2021-22,Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,     239,      95,      76,      40,      20,       8,  71.5,  28.5
0.9800000000000001,1,a-curv-i3,2021-22,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,      82,      69,       9,       4,       0,       0,  95.1,   4.9
5.64,5,a-curv-i3,2021-22,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,      85,      33,      28,      18,       6,       0,  71.8,  28.2
10.8,5,a-curv-i3,2021-22,Bourne - Bourne High School,00360505,     174,      28,      52,      54,      22,      18,  46.0,  54.0
16.7,5,a-curv-i3,2021-22,Braintree - Braintree High,00400505,     693,      36,      78,     168,     213,     198,  16.5,  83.5
9.959999999999999,5,a-curv-i3,2021-22,Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,     488,     112,     133,     112,      85,      46,  50.2,  49.8
11.86,5,a-curv-i3,2021-22,Bristol County Agricultural - Bristol County Agricultural High,09100705,      91,      10,      27,      40,      12,       2,  40.7,  59.3
4.62,4.62,a-curv-i3,2021-22,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,      52,      26,      14,       5,       6,       1,  76.9,  23.1
7.0200000000000005,5,a-curv-i3,2021-22,Brockton - Brockton High,00440505,     402,     138,     123,      98,      29,      14,  64.9,  35.1
0.0,1,a-curv-i3,2021-22,Brockton - Brockton Virtual Learning Academy,00440705,       1,"","","","","","",""
5.36,5,a-curv-i3,2021-22,Brooke Charter School (District) - Brooke Charter School,04280305,     414,     196,     107,      70,      28,      13,  73.2,  26.8
18.2,5,a-curv-i3,2021-22,Brookline - Brookline High,00460505,     969,      16,      71,     199,     282,     401,   9.0,  91.0
13.66,5,a-curv-i3,2021-22,Burlington - Burlington High,00480505,     325,      43,      60,      84,      75,      63,  31.7,  68.3
15.580000000000002,5,a-curv-i3,2021-22,Cambridge - Cambridge Rindge and Latin,00490506,     774,      57,     114,     150,     219,     234,  22.1,  77.9
13.66,5,a-curv-i3,2021-22,Canton - Canton High,00500505,     498,      53,     105,     120,     132,      88,  31.7,  68.3
8.16,5,a-curv-i3,2021-22,Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,      49,      16,      13,      15,       3,       2,  59.2,  40.8
9.36,5,a-curv-i3,2021-22,Carver - Carver Middle/High School,00520405,     109,      30,      28,      25,      16,      10,  53.2,  46.8
10.68,5,a-curv-i3,2021-22,Central Berkshire - Wahconah Regional High,06350505,     133,      19,      43,      40,      20,      11,  46.6,  53.4
14.64,5,a-curv-i3,2021-22,Chelmsford - Chelmsford High,00560505,     503,      43,      92,     158,     133,      77,  26.8,  73.2
8.2,5,a-curv-i3,2021-22,Chelsea - Chelsea High,00570505,     266,      79,      78,      61,      31,      17,  59.0,  41.0
0.0,1,a-curv-i3,2021-22,Chelsea - Chelsea Virtual Learning Academy,00570705,       4,"","","","","","",""
9.120000000000001,5,a-curv-i3,2021-22,Chicopee - Chicopee Comprehensive High School,00610510,     195,      50,      56,      39,      33,      17,  54.4,  45.6
7.540000000000001,5,a-curv-i3,2021-22,Chicopee - Chicopee High,00610505,     154,      32,      64,      34,      14,      10,  62.3,  37.7
2.8600000000000003,2.86,a-curv-i3,2021-22,City on a Hill Charter Public School (District) - City on a Hill Charter Public School,04370505,      28,      16,       8,       2,       1,       1,  85.7,  14.3
8.02,5,a-curv-i3,2021-22,Clinton - Clinton Senior High,00640505,     137,      53,      29,      33,      21,       1,  59.9,  40.1
0.0,1,a-curv-i3,2021-22,Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,      64,      64,       0,       0,       0,       0, 100.0,    .0
15.14,5,a-curv-i3,2021-22,Cohasset - Cohasset High School,00650505,     399,      24,      73,      98,     108,      96,  24.3,  75.7
6.0,5,a-curv-i3,2021-22,Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,      10,       5,       2,       2,       0,       1,  70.0,  30.0
7.5,5,a-curv-i3,2021-22,Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,      56,      14,      21,      13,       7,       1,  62.5,  37.5
18.22,5,a-curv-i3,2021-22,Concord-Carlisle - Concord Carlisle High,06400505,     677,      10,      50,     139,     216,     262,   8.9,  91.1
9.5,5,a-curv-i3,2021-22,Danvers - Danvers High,00710505,     482,     121,     132,     128,      74,      27,  52.5,  47.5
13.559999999999999,5,a-curv-i3,2021-22,Dartmouth - Dartmouth High,00720505,     552,      61,     117,     154,     125,      95,  32.2,  67.8
12.24,5,a-curv-i3,2021-22,Dedham - Dedham High,00730505,     325,      53,      73,      90,      68,      41,  38.8,  61.2
12.48,5,a-curv-i3,2021-22,Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,     258,      33,      64,      74,      57,      30,  37.6,  62.4
14.24,5,a-curv-i3,2021-22,Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,     260,      27,      48,      77,      75,      33,  28.8,  71.2
12.64,5,a-curv-i3,2021-22,Douglas - Douglas High School,00770505,     144,      17,      36,      45,      32,      14,  36.8,  63.2
18.34,5,a-curv-i3,2021-22,Dover-Sherborn - Dover-Sherborn Regional High,06550505,     529,       4,      40,     109,     204,     172,   8.3,  91.7
11.98,5,a-curv-i3,2021-22,Dracut - Dracut Senior High,00790505,     202,      31,      50,      59,      40,      22,  40.1,  59.9
11.98,5,a-curv-i3,2021-22,Dudley-Charlton Reg - Shepherd Hill Regional High,06580505,     436,      63,     112,     138,      67,      56,  40.1,  59.9
13.26,5,a-curv-i3,2021-22,Duxbury - Duxbury High,00820505,     656,     101,     120,     154,     170,     111,  33.7,  66.3
9.440000000000001,5,a-curv-i3,2021-22,East Bridgewater - East Bridgewater JR./SR. High School,00830505,     303,      53,     107,      73,      48,      22,  52.8,  47.2
14.98,5,a-curv-i3,2021-22,East Longmeadow - East Longmeadow High,00870505,     303,      27,      49,      91,      67,      69,  25.1,  74.9
9.940000000000001,5,a-curv-i3,2021-22,Easthampton - Easthampton High,00860505,     145,      27,      46,      48,      18,       6,  50.3,  49.7
13.86,5,a-curv-i3,2021-22,Easton - Oliver Ames High,00880505,     597,      51,     132,     180,     178,      56,  30.7,  69.3
1.86,1.86,a-curv-i3,2021-22,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,      86,      56,      22,       7,       0,       1,  90.7,   9.3
12.28,5,a-curv-i3,2021-22,Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,     132,      20,      31,      42,      31,       8,  38.6,  61.4
8.540000000000001,5,a-curv-i3,2021-22,Everett - Everett High,00930505,     351,     110,      91,      92,      34,      24,  57.3,  42.7
6.44,5,a-curv-i3,2021-22,Excel Academy Charter (District) - Excel Academy Charter School,04100205,     695,     319,     152,     120,      70,      34,  67.8,  32.2
13.64,5,a-curv-i3,2021-22,Fairhaven - Fairhaven High,00940505,     239,      18,      58,      75,      54,      34,  31.8,  68.2
9.08,5,a-curv-i3,2021-22,Fall River - B M C Durfee High,00950505,     518,     155,     128,     153,      65,      17,  54.6,  45.4
13.12,5,a-curv-i3,2021-22,Falmouth - Falmouth High,00960505,     311,      52,      55,      83,      83,      38,  34.4,  65.6
5.4399999999999995,5,a-curv-i3,2021-22,Fitchburg - Fitchburg High,00970505,     544,     250,     146,      83,      43,      22,  72.8,  27.2
15.0,5,a-curv-i3,2021-22,Foxborough - Foxborough High,00990505,     416,      28,      76,     133,      95,      84,  25.0,  75.0
10.959999999999999,5,a-curv-i3,2021-22,Foxborough Regional Charter (District) - Foxborough Regional Charter School,04460550,     197,      46,      43,      52,      40,      16,  45.2,  54.8
16.14,5,a-curv-i3,2021-22,Framingham - Framingham High School,01000515,     862,      44,     122,     216,     248,     232,  19.3,  80.7
18.18,5,a-curv-i3,2021-22,Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,04780505,      11,       1,       0,       2,       5,       3,   9.1,  90.9
14.0,5,a-curv-i3,2021-22,Franklin - Franklin High,01010505,"   1,073",     151,     171,     286,     271,     194,  30.0,  70.0
2.9,2.9,a-curv-i3,2021-22,Franklin County Regional Vocational Technical - Franklin County Technical,08180605,      55,      27,      20,       8,       0,       0,  85.5,  14.5
14.9,5,a-curv-i3,2021-22,Freetown-Lakeville - Apponequet Regional High,06650505,     329,      21,      63,     118,      78,      49,  25.5,  74.5
15.940000000000001,5,a-curv-i3,2021-22,Frontier - Frontier Regional,06700505,     148,       8,      22,      46,      36,      36,  20.3,  79.7
10.52,5,a-curv-i3,2021-22,Gardner - Gardner High,01030505,      78,      19,      18,      22,      12,       7,  47.4,  52.6
11.36,5,a-curv-i3,2021-22,Gateway - Gateway Regional High,06720505,      37,       7,       9,      12,       5,       4,  43.2,  56.8
17.380000000000003,5,a-curv-i3,2021-22,Georgetown - Georgetown High School,01050505,      99,       3,      10,      20,      21,      45,  13.1,  86.9
0.0,1,a-curv-i3,2021-22,Gill-Montague - Turners Fall High,06740505,       9,"","","","","","",""
5.88,5,a-curv-i3,2021-22,Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,      17,      10,       2,       2,       3,       0,  70.6,  29.4
10.1,5,a-curv-i3,2021-22,Gloucester - Gloucester High,01070505,     186,      37,      55,      31,      39,      24,  49.5,  50.5
12.919999999999998,5,a-curv-i3,2021-22,Grafton - Grafton High School,01100505,     288,      43,      59,      69,      74,      43,  35.4,  64.6
8.76,5,a-curv-i3,2021-22,Granby - Granby Jr Sr High School,01110505,      96,      14,      40,      18,      17,       7,  56.3,  43.8
6.16,5,a-curv-i3,2021-22,Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,      13,       6,       3,       2,       1,       1,  69.2,  30.8
7.26,5,a-curv-i3,2021-22,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,     146,      47,      46,      46,       7,       0,  63.7,  36.3
10.42,5,a-curv-i3,2021-22,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,     144,      25,      44,      45,      27,       3,  47.9,  52.1
7.6,5,a-curv-i3,2021-22,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,      92,      26,      31,      24,      10,       1,  62.0,  38.0
11.48,5,a-curv-i3,2021-22,Greenfield - Greenfield High,01140505,     108,      22,      24,      35,      20,       7,  42.6,  57.4
15.64,5,a-curv-i3,2021-22,Groton-Dunstable - Groton Dunstable Regional,06730505,     330,      16,      56,      85,      92,      81,  21.8,  78.2
10.66,5,a-curv-i3,2021-22,Hadley - Hopkins Academy,01170505,      30,       3,      11,       8,       6,       2,  46.7,  53.3
13.7,5,a-curv-i3,2021-22,Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,     337,      49,      57,      87,      83,      61,  31.5,  68.5
10.48,5,a-curv-i3,2021-22,Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,     210,      44,      56,      56,      41,      13,  47.6,  52.4
0.0,1,a-curv-i3,2021-22,Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,       2,"","","","","","",""
16.0,5,a-curv-i3,2021-22,Hampden-Wilbraham - Minnechaug Regional High,06800505,     285,      13,      44,      71,      85,      72,  20.0,  80.0
11.120000000000001,5,a-curv-i3,2021-22,Hampshire - Hampshire Regional High,06830505,     198,      42,      46,      43,      49,      18,  44.4,  55.6
14.24,5,a-curv-i3,2021-22,Hanover - Hanover High,01220505,     496,      37,     106,     168,     126,      59,  28.8,  71.2
17.48,5,a-curv-i3,2021-22,Harvard - Bromfield,01250505,     215,       4,      23,      40,      57,      91,  12.6,  87.4
15.84,5,a-curv-i3,2021-22,Hatfield - Smith Academy,01270505,      24,       2,       3,      11,       8,       0,  20.8,  79.2
11.879999999999999,5,a-curv-i3,2021-22,Haverhill - Haverhill High,01280505,     340,      53,      85,      97,      65,      40,  40.6,  59.4
17.919999999999998,5,a-curv-i3,2021-22,Hingham - Hingham High,01310505,     550,      13,      44,     121,     188,     184,  10.4,  89.6
12.0,5,a-curv-i3,2021-22,Holbrook - Holbrook Middle High School,01330505,      30,       1,      11,      11,       5,       2,  40.0,  60.0
14.5,5,a-curv-i3,2021-22,Holliston - Holliston High,01360505,     448,      40,      83,     113,     115,      97,  27.5,  72.5
4.84,4.84,a-curv-i3,2021-22,Holyoke - Holyoke High,01370505,     149,      56,      57,      20,      12,       4,  75.8,  24.2
6.3,5,a-curv-i3,2021-22,Hoosac Valley Regional - Hoosac Valley High School,06030505,     130,      47,      42,      29,      10,       2,  68.5,  31.5
14.180000000000001,5,a-curv-i3,2021-22,Hopedale - Hopedale Jr Sr High,01380505,     158,      20,      26,      49,      37,      26,  29.1,  70.9
18.119999999999997,5,a-curv-i3,2021-22,Hopkinton - Hopkinton High,01390505,"   1,133",      27,      79,     214,     363,     450,   9.4,  90.6
10.26,5,a-curv-i3,2021-22,Hudson - Hudson High,01410505,     339,      74,      91,      83,      62,      29,  48.7,  51.3
12.34,5,a-curv-i3,2021-22,Hull - Hull High,01420505,     115,      13,      31,      28,      27,      16,  38.3,  61.7
14.280000000000001,5,a-curv-i3,2021-22,Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,      14,       0,       4,       2,       1,       7,  28.6,  71.4
17.84,5,a-curv-i3,2021-22,Ipswich - Ipswich High,01440505,     278,       8,      22,      87,      68,      93,  10.8,  89.2
4.46,4.46,a-curv-i3,2021-22,KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,     260,     139,      63,      39,      15,       4,  77.7,  22.3
14.0,5,a-curv-i3,2021-22,King Philip - King Philip Regional High,06900505,     959,     110,     178,     303,     208,     160,  30.0,  70.0
4.96,4.96,a-curv-i3,2021-22,Lawrence - Lawrence High School,01490515,     637,     394,      85,      92,      37,      29,  75.2,  24.8
10.4,5,a-curv-i3,2021-22,Lee - Lee Middle/High School,01500505,      50,       7,      17,      10,      13,       3,  48.0,  52.0
13.7,5,a-curv-i3,2021-22,Leicester - Leicester High,01510505,      89,       5,      23,      23,      27,      11,  31.5,  68.5
14.419999999999998,5,a-curv-i3,2021-22,Lenox - Lenox Memorial High,01520505,      86,       6,      18,      22,      25,      15,  27.9,  72.1
16.52,5,a-curv-i3,2021-22,Leominster - Center For Technical Education Innovation,01530605,      23,       1,       3,       9,       6,       4,  17.4,  82.6
11.76,5,a-curv-i3,2021-22,Leominster - Leominster High School,01530505,     257,      39,      67,      70,      55,      26,  41.2,  58.8
18.28,5,a-curv-i3,2021-22,Lexington - Lexington High,01550505,"   2,231",      53,     139,     358,     673,"   1,008",   8.6,  91.4
3.4200000000000004,3.42,a-curv-i3,2021-22,Libertas Academy Charter School (District) - Libertas Academy Charter School,35140305,      41,      30,       4,       4,       1,       2,  82.9,  17.1
18.4,5,a-curv-i3,2021-22,Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,     463,      15,      22,      60,     150,     216,   8.0,  92.0
16.0,5,a-curv-i3,2021-22,Littleton - Littleton High School,01580505,     210,      17,      25,      41,      52,      75,  20.0,  80.0
18.080000000000002,5,a-curv-i3,2021-22,Longmeadow - Longmeadow High,01590505,     323,       7,      24,      77,     107,     108,   9.6,  90.4
10.1,5,a-curv-i3,2021-22,Lowell - Lowell High,01600505,     426,     101,     110,     122,      63,      30,  49.5,  50.5
11.879999999999999,5,a-curv-i3,2021-22,Ludlow - Ludlow Senior High,01610505,     293,      44,      75,      96,      52,      26,  40.6,  59.4
15.780000000000001,5,a-curv-i3,2021-22,Lunenburg - Lunenburg High,01620505,     152,      11,      21,      42,      48,      30,  21.1,  78.9
6.26,5,a-curv-i3,2021-22,Lynn - Classical High,01630505,     393,     161,     109,      69,      24,      30,  68.7,  31.3
6.62,5,a-curv-i3,2021-22,Lynn - Lynn English High,01630510,     275,     126,      58,      52,      29,      10,  66.9,  33.1
9.379999999999999,5,a-curv-i3,2021-22,Lynn - Lynn Vocational Technical Institute,01630605,      32,       6,      11,      12,       3,       0,  53.1,  46.9
14.5,5,a-curv-i3,2021-22,Lynnfield - Lynnfield High,01640505,     378,      43,      61,      95,     108,      71,  27.5,  72.5
3.04,3.04,a-curv-i3,2021-22,MATCH Charter Public School (District) - MATCH Charter Public School,04690505,     270,     155,      74,      28,      11,       2,  84.8,  15.2
18.880000000000003,5,a-curv-i3,2021-22,Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,     124,       0,       7,      19,      33,      65,   5.6,  94.4
13.12,5,a-curv-i3,2021-22,Malden - Malden High,01650505,     389,      63,      71,     122,      72,      61,  34.4,  65.6
14.919999999999998,5,a-curv-i3,2021-22,Manchester Essex Regional - Manchester Essex Regional High School,06980510,     386,      41,      57,     122,     110,      56,  25.4,  74.6
15.2,5,a-curv-i3,2021-22,Mansfield - Mansfield High,01670505,     554,      30,     103,     156,     150,     115,  24.0,  76.0
14.219999999999999,5,a-curv-i3,2021-22,Marblehead - Marblehead High,01680505,     627,      61,     120,     168,     145,     133,  28.9,  71.1
10.18,5,a-curv-i3,2021-22,Marlborough - Marlborough High,01700505,     336,      77,      88,      79,      56,      36,  49.1,  50.9
13.9,5,a-curv-i3,2021-22,Marshfield - Marshfield High,01710505,     469,      36,     107,     156,     106,      64,  30.5,  69.5
11.940000000000001,5,a-curv-i3,2021-22,Martha's Vineyard - Martha's Vineyard Regional High,07000505,     283,      45,      69,      77,      61,      31,  40.3,  59.7
16.72,5,a-curv-i3,2021-22,Masconomet - Masconomet Regional High School,07050505,     525,      21,      65,     104,     197,     138,  16.4,  83.6
8.5,5,a-curv-i3,2021-22,Mashpee - Mashpee High,01720505,     193,      49,      62,      39,      28,      15,  57.5,  42.5
16.22,5,a-curv-i3,2021-22,Maynard - Maynard High,01740505,     148,       8,      20,      46,      38,      36,  18.9,  81.1
14.319999999999999,5,a-curv-i3,2021-22,Medfield - Medfield Senior High,01750505,     521,      67,      81,     149,     117,     107,  28.4,  71.6
16.0,5,a-curv-i3,2021-22,Medford - Medford High,01760505,     285,      18,      39,      73,      88,      67,  20.0,  80.0
13.319999999999999,5,a-curv-i3,2021-22,Medway - Medway High,01770505,     572,      76,     115,     144,     152,      85,  33.4,  66.6
12.14,5,a-curv-i3,2021-22,Melrose - Melrose High,01780505,     707,     115,     163,     206,     159,      64,  39.3,  60.7
14.959999999999999,5,a-curv-i3,2021-22,Mendon-Upton - Nipmuc Regional High,07100510,     341,      26,      60,     100,      93,      62,  25.2,  74.8
13.38,5,a-curv-i3,2021-22,Methuen - Methuen High,01810505,     540,      64,     115,     163,     142,      56,  33.1,  66.9
10.7,5,a-curv-i3,2021-22,Middleborough - Middleborough High,01820505,     254,      47,      71,      66,      51,      19,  46.5,  53.5
10.0,5,a-curv-i3,2021-22,Milford - Milford High,01850505,     386,      85,     108,     106,      62,      25,  50.0,  50.0
9.02,5,a-curv-i3,2021-22,Millbury - Millbury Junior/Senior High,01860505,     133,      32,      41,      39,      19,       2,  54.9,  45.1
15.219999999999999,5,a-curv-i3,2021-22,Millis - Millis High School,01870505,     184,      22,      22,      56,      51,      33,  23.9,  76.1
15.4,5,a-curv-i3,2021-22,Milton - Milton High,01890505,     766,      59,     117,     190,     213,     187,  23.0,  77.0
